feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,category_1,category_2,target,feature_1_feature_2_interaction,feature_3_feature_4_interaction,positive_signal_sum,abs_feature_3,feature_2_to_feature_3_ratio,overall_numerical_intensity,overall_numerical_variability
0.4967141530112327,1.1465087372251352,-0.6485206725100179,0.8330046694770674,0.784919779304796,-2.209436746327222,-1.3001045201784571,-2.2422405805486845,Above Average,Region C,1,0.569487116330761,-0.540220748453253,2.4762275597134353,0.6485206725100179,1.767880374433323,-0.39239439756826877,1.3969109057819398
-0.1382643011711846,-0.0618460618602802,0.0051964777225827,0.4037676970390421,0.7046742194954407,-2.498565114394006,-1.3392270417485124,-1.94229820688754,Below Average,Region A,0,0.008551102523301496,0.002098169842761903,0.2036573340075773,0.0051964777225827,-11.899245203411477,-0.6083202914755572,1.1668647536422991
0.6476885381006925,1.395115058628494,-0.7641258928268811,1.7082660799040026,-0.2500293741272332,1.956258915599644,1.1902380248661366,1.503559426088272,High,Region C,1,0.9036000328053512,-1.3053303434925223,3.751069676633189,0.7641258928268811,1.8257635894311706,0.9233713470291409,0.9720237966905123
1.5230298564080254,2.6575601746236965,-2.461653292153637,2.649051034771259,0.8822013813101157,3.445638150883715,2.120912758004243,3.4090354791557127,High,Region B,1,4.047543491152815,-6.521045200827667,6.8296410658029805,2.461653292153637,1.0795830198799632,1.7782219428753914,1.9247769252966083
-0.2341533747233359,-0.4993912359522239,0.5760965733185425,-0.4416563010523425,0.6106010173187437,0.2114250390667896,0.9357594270081272,-0.401462709761597,Below Average,Region C,0,0.11693414320547094,-0.2544366816207971,-1.1752009117279023,0.5760965733185425,-0.866851830455628,0.09465230440283798,0.5623733700916224
-0.2341369569491805,-0.6994154288817441,0.2689719928095543,-0.7027746358154815,0.7022826384818066,-0.3323830135221774,0.453957697662358,-0.826721088777374,Below Average,Region A,0,0.16375900016167755,-0.18902669429129884,-1.636327021646406,0.2689719928095543,-2.600318424448523,-0.17127734937402983,0.5817188148737992
1.5792128155073917,3.117904476431168,-2.885133360949986,3.3127081801005835,0.8647075886499744,2.0452831550678288,1.5315467399860694,1.7718514671480854,High,Region A,1,4.923834706707965,-9.557604885500108,8.009825472039143,2.885133360949986,1.080679124907215,1.4172601327426393,1.9220620104297421
0.7674347291529088,1.7308703055325965,-1.4458769658736443,1.4110696421503186,0.8740025312281618,0.674729998295598,0.812931193364238,1.489837947054136,High,Region A,1,1.3283299841252207,-2.0402330928287116,3.909374676835824,1.4458769658736443,1.1971067727605567,0.7893749226130392,0.9842516297562088
-0.4694743859349521,-0.8779186046949097,0.5750871662962428,-0.5329167113474524,-0.5198700734800183,-0.00313747082531795,-2.848107565515858,-4.779959944959525,Below Average,Region A,0,0.4121602978400127,-0.3064735614007192,-1.8803097019773143,0.5750871662962428,-1.5265808899337898,-1.1820371988077238,1.7589845182400892
0.5425600435859647,1.314738260451416,-0.4033833582543737,1.4561645956077411,-0.7446245764456663,1.9873446889239248,0.4319658703126567,3.3093862271698464,High,Region C,1,0.7133244478946555,-0.5873925647473727,3.313462899645122,0.4033833582543737,3.2592693136166266,0.9867689689189387,1.3179515468860623
